Strain_ID,genome_id,antibiotic,resistant_phenotype,measurement,measurement_unit,laboratory_typing_method
GCF_900774895.1,573.26154,gentamicin,Susceptible,,,Broth dilution
GCF_900775315.1,573.26197,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900774995.1,573.26164,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775315.1,573.26197,ceftriaxone,Susceptible,,,Broth dilution
GCF_900774995.1,573.26164,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775555.1,573.26221,cefazolin,Susceptible,,,Broth dilution
GCF_900775495.1,573.26215,cefepime,Susceptible,,,Broth dilution
GCF_900775105.1,573.26175,meropenem,Susceptible,,,Broth dilution
GCF_900774735.1,573.26138,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900774985.1,573.26163,ceftazidime,Susceptible,,,Broth dilution
GCF_900774375.1,573.26102,nitrofurantoin,Resistant,,,Broth dilution
GCF_900774145.1,573.26080,cefepime,Susceptible,,,Broth dilution
GCF_900774095.1,573.26075,ceftazidime,Susceptible,,,Broth dilution
GCF_900775385.1,573.26204,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775425.1,573.26208,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900774415.1,573.26106,aztreonam,Susceptible,,,Broth dilution
GCF_900774145.1,573.26080,gentamicin,Resistant,,,Broth dilution
GCF_900775315.1,573.26197,meropenem,Susceptible,,,Broth dilution
GCF_900775505.1,573.26216,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900774535.1,573.26118,cefepime,Susceptible,,,Broth dilution
GCF_900774995.1,573.26164,gentamicin,Susceptible,,,Broth dilution
GCF_900774985.1,573.26163,cefepime,Susceptible,,,Broth dilution
GCF_900775375.1,573.26203,cefepime,Susceptible,,,Broth dilution
GCF_900775285.1,573.26194,tigecycline,Susceptible,,,Broth dilution
GCF_900774535.1,573.26118,tigecycline,Susceptible,,,Broth dilution
GCF_900774625.1,573.26127,gentamicin,Susceptible,,,Broth dilution
GCF_900775505.1,573.26216,tigecycline,Susceptible,,,Broth dilution
GCF_900774835.1,573.26148,amikacin,Susceptible,,,Broth dilution
GCF_900775425.1,573.26208,tigecycline,Susceptible,,,Broth dilution
GCF_900775315.1,573.26197,ertapenem,Susceptible,,,Broth dilution
GCF_900774505.1,573.26115,ceftriaxone,Susceptible,,,Broth dilution
GCF_900774375.1,573.26102,ertapenem,Susceptible,,,Broth dilution
GCF_900774735.1,573.26138,ertapenem,Susceptible,,,Broth dilution
GCF_900775425.1,573.26208,ceftazidime,Susceptible,,,Broth dilution
GCF_900775105.1,573.26175,cefepime,Susceptible,,,Broth dilution
GCF_900774505.1,573.26115,amikacin,Susceptible,,,Broth dilution
GCF_900775105.1,573.26175,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900774565.1,573.26121,ertapenem,Susceptible,,,Broth dilution
GCF_900775425.1,573.26208,cefepime,Susceptible,,,Broth dilution
GCF_900774475.1,573.26112,tigecycline,Susceptible,,,Broth dilution
GCF_900774965.1,573.26161,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900774895.1,573.26154,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900774535.1,573.26118,ceftazidime,Susceptible,,,Broth dilution
GCF_900775505.1,573.26216,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900774145.1,573.26080,aztreonam,Susceptible,,,Broth dilution
GCF_900775345.1,573.26200,amikacin,Susceptible,,,Broth dilution
GCF_900775315.1,573.26197,ampicillin,Resistant,,,Broth dilution
GCF_900774835.1,573.26148,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900775315.1,573.26197,trimethoprim/sulfobactam,Resistant,,,Broth dilution
GCF_900774445.1,573.26109,aztreonam,Susceptible,,,Broth dilution
GCF_900774505.1,573.26115,gentamicin,Susceptible,,,Broth dilution
GCF_900774855.1,573.26150,amikacin,Susceptible,,,Broth dilution
GCF_900774095.1,573.26075,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775285.1,573.26194,ceftazidime,Susceptible,,,Broth dilution
GCF_900774565.1,573.26121,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900775085.1,573.26173,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900774985.1,573.26163,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775315.1,573.26197,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775375.1,573.26203,ampicillin/sulbactam,Resistant,,,Broth dilution
GCF_900775555.1,573.26221,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900775555.1,573.26221,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900774625.1,573.26127,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900774835.1,573.26148,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900775345.1,573.26200,cefepime,Susceptible,,,Broth dilution
GCF_900774445.1,573.26109,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900774095.1,573.26075,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900774695.1,573.26134,ceftazidime,Susceptible,,,Broth dilution
GCF_900775555.1,573.26221,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900774985.1,573.26163,aztreonam,Susceptible,,,Broth dilution
GCF_900774625.1,573.26127,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775315.1,573.26197,amikacin,Susceptible,,,Broth dilution
GCF_900774695.1,573.26134,ampicillin,Resistant,,,Broth dilution
GCF_900774735.1,573.26138,meropenem,Susceptible,,,Broth dilution
GCF_900775425.1,573.26208,aztreonam,Susceptible,,,Broth dilution
GCF_900774145.1,573.26080,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775345.1,573.26200,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775315.1,573.26197,gentamicin,Susceptible,,,Broth dilution
GCF_900774475.1,573.26112,cefazolin,Susceptible,,,Broth dilution
GCF_900775495.1,573.26215,meropenem,Susceptible,,,Broth dilution
GCF_900775515.1,573.26217,gentamicin,Susceptible,,,Broth dilution
GCF_900774695.1,573.26134,gentamicin,Susceptible,,,Broth dilution
GCF_900774955.1,573.26160,amikacin,Susceptible,,,Broth dilution
GCF_900774095.1,573.26075,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900774095.1,573.26075,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900774415.1,573.26106,meropenem,Susceptible,,,Broth dilution
GCF_900775345.1,573.26200,ampicillin,Resistant,,,Broth dilution
GCF_900775515.1,573.26217,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900775495.1,573.26215,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900775495.1,573.26215,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900774995.1,573.26164,cefazolin,Susceptible,,,Broth dilution
GCF_900775285.1,573.26194,trimethoprim/sulfobactam,Resistant,,,Broth dilution
GCF_900774895.1,573.26154,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900774095.1,573.26075,ertapenem,Susceptible,,,Broth dilution
GCF_900775285.1,573.26194,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900774655.1,573.26130,ceftriaxone,Susceptible,,,Broth dilution
GCF_900774445.1,573.26109,cefepime,Susceptible,,,Broth dilution
GCF_900774955.1,573.26160,ertapenem,Susceptible,,,Broth dilution
GCF_900774995.1,573.26164,amikacin,Susceptible,,,Broth dilution
GCF_900774735.1,573.26138,cefepime,Susceptible,,,Broth dilution
GCF_900774115.1,573.26077,aztreonam,Susceptible,,,Broth dilution
GCF_900774985.1,573.26163,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900774535.1,573.26118,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900774145.1,573.26080,ceftazidime,Susceptible,,,Broth dilution
GCF_900775315.1,573.26197,aztreonam,Susceptible,,,Broth dilution
GCF_900774535.1,573.26118,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900774985.1,573.26163,cefazolin,Susceptible,,,Broth dilution
GCF_900774095.1,573.26075,ampicillin,Resistant,,,Broth dilution
GCF_900774955.1,573.26160,ampicillin,Resistant,,,Broth dilution
GCF_900774855.1,573.26150,ampicillin/sulbactam,Resistant,,,Broth dilution
GCF_900775505.1,573.26216,aztreonam,Intermediate,,,Broth dilution
GCF_900774505.1,573.26115,meropenem,Susceptible,,,Broth dilution
GCF_900774475.1,573.26112,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900775505.1,573.26216,amikacin,Susceptible,,,Broth dilution
GCF_900774995.1,573.26164,ertapenem,Susceptible,,,Broth dilution
GCF_900774895.1,573.26154,cefepime,Susceptible,,,Broth dilution
GCF_900774375.1,573.26102,cefazolin,Resistant,,,Broth dilution
GCF_900775085.1,573.26173,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900774115.1,573.26077,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900774995.1,573.26164,ampicillin,Resistant,,,Broth dilution
GCF_900774375.1,573.26102,ampicillin/sulbactam,Resistant,,,Broth dilution
GCF_900775345.1,573.26200,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900774965.1,573.26161,cefepime,Susceptible,,,Broth dilution
GCF_900775375.1,573.26203,piperacillin/tazobactam,Intermediate,,,Broth dilution
GCF_900774415.1,573.26106,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900774505.1,573.26115,ampicillin,Resistant,,,Broth dilution
GCF_900774145.1,573.26080,ampicillin,Resistant,,,Broth dilution
GCF_900774535.1,573.26118,ertapenem,Susceptible,,,Broth dilution
GCF_900774625.1,573.26127,meropenem,Susceptible,,,Broth dilution
GCF_900774445.1,573.26109,meropenem,Susceptible,,,Broth dilution
GCF_900775425.1,573.26208,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900775085.1,573.26173,ertapenem,Susceptible,,,Broth dilution
GCF_900775345.1,573.26200,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900774625.1,573.26127,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900774655.1,573.26130,tigecycline,Susceptible,,,Broth dilution
GCF_900774095.1,573.26075,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775515.1,573.26217,ceftazidime,Susceptible,,,Broth dilution
GCF_900775105.1,573.26175,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900774415.1,573.26106,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900775285.1,573.26194,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775495.1,573.26215,ceftazidime,Susceptible,,,Broth dilution
GCF_900774205.1,573.26085,ceftriaxone,Resistant,,,Broth dilution
GCF_900775285.1,573.26194,ampicillin,Resistant,,,Broth dilution
GCF_900775505.1,573.26216,gentamicin,Susceptible,,,Broth dilution
GCF_900775515.1,573.26217,ampicillin,Resistant,,,Broth dilution
GCF_900775105.1,573.26175,ceftazidime,Susceptible,,,Broth dilution
GCF_900775505.1,573.26216,ampicillin/sulbactam,Resistant,,,Broth dilution
GCF_900774565.1,573.26121,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900774735.1,573.26138,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775345.1,573.26200,ceftazidime,Susceptible,,,Broth dilution
GCF_900774985.1,573.26163,ampicillin,Resistant,,,Broth dilution
GCF_900774895.1,573.26154,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900774505.1,573.26115,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900774445.1,573.26109,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900774375.1,573.26102,amikacin,Susceptible,,,Broth dilution
GCF_900775295.1,573.26195,ceftazidime,Susceptible,,,Broth dilution
GCF_900774955.1,573.26160,cefepime,Susceptible,,,Broth dilution
GCF_900774415.1,573.26106,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900774535.1,573.26118,cefazolin,Susceptible,,,Broth dilution
GCF_900774375.1,573.26102,cefepime,Intermediate,,,Broth dilution
GCF_900774965.1,573.26161,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900774895.1,573.26154,ceftriaxone,Susceptible,,,Broth dilution
GCF_900774835.1,573.26148,ampicillin,Resistant,,,Broth dilution
GCF_900774965.1,573.26161,tigecycline,Susceptible,,,Broth dilution
GCF_900775345.1,573.26200,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775385.1,573.26204,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900774375.1,573.26102,ciprofloxacin,Resistant,,,Broth dilution
GCF_900775375.1,573.26203,tigecycline,Susceptible,,,Broth dilution
GCF_900775555.1,573.26221,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900775315.1,573.26197,cefazolin,Susceptible,,,Broth dilution
GCF_900774625.1,573.26127,cefepime,Susceptible,,,Broth dilution
GCF_900774375.1,573.26102,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900774695.1,573.26134,aztreonam,Susceptible,,,Broth dilution
GCF_900774445.1,573.26109,ampicillin,Resistant,,,Broth dilution
GCF_900774415.1,573.26106,cefazolin,Susceptible,,,Broth dilution
GCF_900774145.1,573.26080,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900774855.1,573.26150,meropenem,Susceptible,,,Broth dilution
GCF_900774445.1,573.26109,amikacin,Susceptible,,,Broth dilution
GCF_900774995.1,573.26164,meropenem,Susceptible,,,Broth dilution
GCF_900774655.1,573.26130,cefazolin,Susceptible,,,Broth dilution
GCF_900774735.1,573.26138,ceftriaxone,Susceptible,,,Broth dilution
GCF_900774565.1,573.26121,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900774535.1,573.26118,meropenem,Susceptible,,,Broth dilution
GCF_900775295.1,573.26195,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900775295.1,573.26195,aztreonam,Susceptible,,,Broth dilution
GCF_900774415.1,573.26106,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900774895.1,573.26154,aztreonam,Susceptible,,,Broth dilution
GCF_900774565.1,573.26121,cefazolin,Susceptible,,,Broth dilution
GCF_900775085.1,573.26173,gentamicin,Susceptible,,,Broth dilution
GCF_900774655.1,573.26130,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900774505.1,573.26115,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775375.1,573.26203,ertapenem,Susceptible,,,Broth dilution
GCF_900774475.1,573.26112,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900775085.1,573.26173,cefazolin,Susceptible,,,Broth dilution
GCF_900775515.1,573.26217,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900774095.1,573.26075,gentamicin,Susceptible,,,Broth dilution
GCF_900774565.1,573.26121,aztreonam,Susceptible,,,Broth dilution
GCF_900774655.1,573.26130,ceftazidime,Susceptible,,,Broth dilution
GCF_900774835.1,573.26148,aztreonam,Susceptible,,,Broth dilution
GCF_900774995.1,573.26164,tigecycline,Susceptible,,,Broth dilution
GCF_900774895.1,573.26154,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775385.1,573.26204,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900775285.1,573.26194,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775345.1,573.26200,cefazolin,Susceptible,,,Broth dilution
GCF_900774475.1,573.26112,aztreonam,Susceptible,,,Broth dilution
GCF_900774375.1,573.26102,gentamicin,Susceptible,,,Broth dilution
GCF_900774965.1,573.26161,meropenem,Susceptible,,,Broth dilution
GCF_900774475.1,573.26112,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775085.1,573.26173,ceftazidime,Susceptible,,,Broth dilution
GCF_900775345.1,573.26200,gentamicin,Susceptible,,,Broth dilution
GCF_900775505.1,573.26216,trimethoprim/sulfobactam,Resistant,,,Broth dilution
GCF_900775385.1,573.26204,cefepime,Susceptible,,,Broth dilution
GCF_900774565.1,573.26121,ceftazidime,Susceptible,,,Broth dilution
GCF_900774095.1,573.26075,tigecycline,Susceptible,,,Broth dilution
GCF_900774115.1,573.26077,cefazolin,Susceptible,,,Broth dilution
GCF_900774955.1,573.26160,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775375.1,573.26203,meropenem,Susceptible,,,Broth dilution
GCF_900774115.1,573.26077,amikacin,Susceptible,,,Broth dilution
GCF_900775315.1,573.26197,tigecycline,Susceptible,,,Broth dilution
GCF_900774655.1,573.26130,gentamicin,Susceptible,,,Broth dilution
GCF_900774855.1,573.26150,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775105.1,573.26175,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775515.1,573.26217,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900774735.1,573.26138,ampicillin/sulbactam,Resistant,,,Broth dilution
GCF_900775515.1,573.26217,tigecycline,Susceptible,,,Broth dilution
GCF_900775105.1,573.26175,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900775385.1,573.26204,aztreonam,Susceptible,,,Broth dilution
GCF_900774655.1,573.26130,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900774955.1,573.26160,aztreonam,Susceptible,,,Broth dilution
GCF_900774205.1,573.26085,aztreonam,Intermediate,,,Broth dilution
GCF_900774115.1,573.26077,ampicillin,Resistant,,,Broth dilution
GCF_900775295.1,573.26195,ampicillin,Resistant,,,Broth dilution
GCF_900774445.1,573.26109,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775425.1,573.26208,cefazolin,Susceptible,,,Broth dilution
GCF_900774205.1,573.26085,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900774835.1,573.26148,cefazolin,Susceptible,,,Broth dilution
GCF_900774855.1,573.26150,ertapenem,Susceptible,,,Broth dilution
GCF_900774855.1,573.26150,ceftriaxone,Resistant,,,Broth dilution
GCF_900775105.1,573.26175,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775505.1,573.26216,meropenem,Susceptible,,,Broth dilution
GCF_900774735.1,573.26138,amikacin,Susceptible,,,Broth dilution
GCF_900774475.1,573.26112,gentamicin,Susceptible,,,Broth dilution
GCF_900775505.1,573.26216,ceftazidime,Intermediate,,,Broth dilution
GCF_900774505.1,573.26115,cefazolin,Susceptible,,,Broth dilution
GCF_900775515.1,573.26217,ertapenem,Susceptible,,,Broth dilution
GCF_900774835.1,573.26148,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775345.1,573.26200,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775085.1,573.26173,meropenem,Susceptible,,,Broth dilution
GCF_900774955.1,573.26160,tigecycline,Susceptible,,,Broth dilution
GCF_900775375.1,573.26203,ceftazidime,Susceptible,,,Broth dilution
GCF_900774625.1,573.26127,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775385.1,573.26204,meropenem,Susceptible,,,Broth dilution
GCF_900774095.1,573.26075,cefazolin,Susceptible,,,Broth dilution
GCF_900775425.1,573.26208,ceftriaxone,Susceptible,,,Broth dilution
GCF_900774955.1,573.26160,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900775555.1,573.26221,cefepime,Susceptible,,,Broth dilution
GCF_900774145.1,573.26080,cefazolin,Susceptible,,,Broth dilution
GCF_900774475.1,573.26112,ceftriaxone,Susceptible,,,Broth dilution
GCF_900774695.1,573.26134,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900774505.1,573.26115,tigecycline,Susceptible,,,Broth dilution
GCF_900775555.1,573.26221,gentamicin,Susceptible,,,Broth dilution
GCF_900774505.1,573.26115,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900774205.1,573.26085,ampicillin,Resistant,,,Broth dilution
GCF_900775555.1,573.26221,meropenem,Susceptible,,,Broth dilution
GCF_900774445.1,573.26109,cefazolin,Susceptible,,,Broth dilution
GCF_900775515.1,573.26217,ceftriaxone,Susceptible,,,Broth dilution
GCF_900774415.1,573.26106,cefepime,Susceptible,,,Broth dilution
GCF_900774695.1,573.26134,amikacin,Susceptible,,,Broth dilution
GCF_900775295.1,573.26195,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900774965.1,573.26161,ampicillin,Resistant,,,Broth dilution
GCF_900774735.1,573.26138,ampicillin,Resistant,,,Broth dilution
GCF_900775105.1,573.26175,cefazolin,Susceptible,,,Broth dilution
GCF_900775505.1,573.26216,ertapenem,Susceptible,,,Broth dilution
GCF_900774835.1,573.26148,ertapenem,Susceptible,,,Broth dilution
GCF_900774445.1,573.26109,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900774855.1,573.26150,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900774565.1,573.26121,cefepime,Susceptible,,,Broth dilution
GCF_900774505.1,573.26115,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900775375.1,573.26203,ampicillin,Resistant,,,Broth dilution
GCF_900774145.1,573.26080,trimethoprim/sulfobactam,Resistant,,,Broth dilution
GCF_900775285.1,573.26194,cefazolin,Susceptible,,,Broth dilution
GCF_900774415.1,573.26106,ertapenem,Susceptible,,,Broth dilution
GCF_900775085.1,573.26173,ceftriaxone,Susceptible,,,Broth dilution
GCF_900774955.1,573.26160,ceftazidime,Susceptible,,,Broth dilution
GCF_900774375.1,573.26102,tigecycline,Susceptible,,,Broth dilution
GCF_900774415.1,573.26106,amikacin,Susceptible,,,Broth dilution
GCF_900774985.1,573.26163,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900775425.1,573.26208,ampicillin,Resistant,,,Broth dilution
GCF_900774115.1,573.26077,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900774735.1,573.26138,cefazolin,Susceptible,,,Broth dilution
GCF_900774535.1,573.26118,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900774965.1,573.26161,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900774835.1,573.26148,gentamicin,Susceptible,,,Broth dilution
GCF_900775385.1,573.26204,amikacin,Susceptible,,,Broth dilution
GCF_900774445.1,573.26109,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775385.1,573.26204,ampicillin,Resistant,,,Broth dilution
GCF_900774115.1,573.26077,gentamicin,Susceptible,,,Broth dilution
GCF_900774565.1,573.26121,tigecycline,Susceptible,,,Broth dilution
GCF_900774895.1,573.26154,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900774965.1,573.26161,aztreonam,Susceptible,,,Broth dilution
GCF_900774625.1,573.26127,cefazolin,Susceptible,,,Broth dilution
GCF_900774835.1,573.26148,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775295.1,573.26195,gentamicin,Resistant,,,Broth dilution
GCF_900775085.1,573.26173,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900774625.1,573.26127,ertapenem,Susceptible,,,Broth dilution
GCF_900775385.1,573.26204,tigecycline,Susceptible,,,Broth dilution
GCF_900775375.1,573.26203,aztreonam,Susceptible,,,Broth dilution
GCF_900774145.1,573.26080,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900774505.1,573.26115,cefepime,Susceptible,,,Broth dilution
GCF_900774695.1,573.26134,ertapenem,Susceptible,,,Broth dilution
GCF_900774145.1,573.26080,amikacin,Susceptible,,,Broth dilution
GCF_900775495.1,573.26215,ampicillin,Resistant,,,Broth dilution
GCF_900774205.1,573.26085,trimethoprim/sulfobactam,Resistant,,,Broth dilution
GCF_900774625.1,573.26127,aztreonam,Susceptible,,,Broth dilution
GCF_900775315.1,573.26197,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900774115.1,573.26077,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900774695.1,573.26134,ceftriaxone,Susceptible,,,Broth dilution
GCF_900774205.1,573.26085,meropenem,Susceptible,,,Broth dilution
GCF_900774655.1,573.26130,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900774535.1,573.26118,gentamicin,Susceptible,,,Broth dilution
GCF_900774565.1,573.26121,amikacin,Susceptible,,,Broth dilution
GCF_900774375.1,573.26102,ampicillin,Resistant,,,Broth dilution
GCF_900775425.1,573.26208,amikacin,Susceptible,,,Broth dilution
GCF_900775085.1,573.26173,ampicillin,Resistant,,,Broth dilution
GCF_900774095.1,573.26075,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900774965.1,573.26161,gentamicin,Susceptible,,,Broth dilution
GCF_900775295.1,573.26195,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775105.1,573.26175,ampicillin,Resistant,,,Broth dilution
GCF_900774445.1,573.26109,gentamicin,Susceptible,,,Broth dilution
GCF_900774735.1,573.26138,tigecycline,Susceptible,,,Broth dilution
GCF_900774565.1,573.26121,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900775555.1,573.26221,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900774115.1,573.26077,cefepime,Susceptible,,,Broth dilution
GCF_900774965.1,573.26161,ceftazidime,Susceptible,,,Broth dilution
GCF_900774855.1,573.26150,aztreonam,Intermediate,,,Broth dilution
GCF_900774835.1,573.26148,cefepime,Susceptible,,,Broth dilution
GCF_900774535.1,573.26118,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775285.1,573.26194,aztreonam,Susceptible,,,Broth dilution
GCF_900774095.1,573.26075,meropenem,Susceptible,,,Broth dilution
GCF_900775385.1,573.26204,gentamicin,Susceptible,,,Broth dilution
GCF_900775345.1,573.26200,ertapenem,Susceptible,,,Broth dilution
GCF_900775515.1,573.26217,cefazolin,Susceptible,,,Broth dilution
GCF_900775375.1,573.26203,amikacin,Susceptible,,,Broth dilution
GCF_900774985.1,573.26163,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775385.1,573.26204,ceftazidime,Susceptible,,,Broth dilution
GCF_900775555.1,573.26221,ceftazidime,Susceptible,,,Broth dilution
GCF_900774855.1,573.26150,trimethoprim/sulfobactam,Resistant,,,Broth dilution
GCF_900774415.1,573.26106,gentamicin,Susceptible,,,Broth dilution
GCF_900774205.1,573.26085,tigecycline,Susceptible,,,Broth dilution
GCF_900774965.1,573.26161,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900774205.1,573.26085,cefepime,Intermediate,,,Broth dilution
GCF_900774375.1,573.26102,meropenem,Susceptible,,,Broth dilution
GCF_900774855.1,573.26150,ampicillin,Resistant,,,Broth dilution
GCF_900774895.1,573.26154,ampicillin,Resistant,,,Broth dilution
GCF_900775505.1,573.26216,cefazolin,Resistant,,,Broth dilution
GCF_900774985.1,573.26163,meropenem,Susceptible,,,Broth dilution
GCF_900775515.1,573.26217,cefepime,Susceptible,,,Broth dilution
GCF_900774655.1,573.26130,amikacin,Susceptible,,,Broth dilution
GCF_900774625.1,573.26127,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900774895.1,573.26154,cefazolin,Susceptible,,,Broth dilution
GCF_900775385.1,573.26204,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900775375.1,573.26203,gentamicin,Susceptible,,,Broth dilution
GCF_900774565.1,573.26121,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775555.1,573.26221,tigecycline,Susceptible,,,Broth dilution
GCF_900774955.1,573.26160,meropenem,Susceptible,,,Broth dilution
GCF_900774205.1,573.26085,cefazolin,Resistant,,,Broth dilution
GCF_900775495.1,573.26215,tigecycline,Susceptible,,,Broth dilution
GCF_900774415.1,573.26106,ceftriaxone,Susceptible,,,Broth dilution
GCF_900774955.1,573.26160,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775555.1,573.26221,aztreonam,Susceptible,,,Broth dilution
GCF_900774735.1,573.26138,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900774115.1,573.26077,meropenem,Susceptible,,,Broth dilution
