Strain,NewBaps,Genome.Set,Pathogen,Serotype,Source,Year,P__MLSB_Erythromycin,P__MLSB_Tilmicosin,P__MLSB_Tylosin,P__MLSB_Lincomycin,P__Pleuro_Tiamulin,G__MLSB_ermB_M_O,G__MLSB_ermG_M_S,G__MLSB_ermT_M_S,G__MLSB_linB_M_O,G__MLSB_lnuB__M_O,G__MLSB_lnuC_M_O,G__MLSB_mefA_M_O,G__MLSB__msrD_M_O,G__Pleuro_lsaE_M_O,G__Pleuro_vgaF_C_N,P__Fluoro_Enrofloxacin,P__Fluoro_Marbofloxacin,G__Fluoro_GyrA_81_V_O,G__Fluoro_GyrA_85_V_O,G__Fluoro_ParC_79_V_O,P__Tetra_Tetracycline,P__Tetra_Doxycycline,G__Tetra_tet44_M_S,G__Tetra_tetM__M_O,G__Tetra_tetO_M_O,G__Tetra_tetW__M_O,G__Tetra_tet_40_M_O,G__Tetra_tetL_M_O,G__Tetra_tet_O.W.32.O_M_O,G__Tetra_tetM1_M_S,G__Tetra_tetM2__M_S,G__Tetra_tetM3__M_S,G__Tetra_tetO1_M_S,P__Amino_Spectinomycin,G__Amino_ant_4_Ib_M_S,G__Amino_ant_6_Ia_M_O,G__Amino_ant_6_Ib_M_S,G__Amino_ant_9_Ia_M_O,G__Amino_aph_3_IIIa_M_S,G__Amino_ant_1_M_U,G__Amino_aadE1_M_U,G__Amino_aadE2_M_U,P__TMP_Trimethoprim,G__TMP_DHFR_102_V_N,G__TMP_DHFRPromoter_S_N,G__TMP_dfrF_M_S,G__TMP_dfrK_M_S,P__Phen_Florifenicol,G__Phen_cat_M_S,P__Beta_Amoxicillin,P__Beta_Cefquinome,P__Beta_Ceftiofur,P__Beta_Penicillin,G__Beta_PBP2B.hap_V_N,G__Beta_PBP2X.hap_V_N,G__Beta_PBP2X_551_V_N,G__Beta_PBP2X_569_V_O,G__Beta_PBP2X_594.596_V_O,G__Beta_MraY.hap_V_N
LSS78,10,Lola_UK,NON-CLINICAL,12,Pig,2011,1.4999999999999999E-2,2,0.5,4,16,no,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,yes,no,no,no,2,no,0.03,0.06,1,0.12,yes,no,yes,no,no,no
LSS79,10,Lola_UK,NON-CLINICAL,15(+19 partial),Pig,2011,8,2,0.5,1,2,no,no,no,no,no,no,yes,yes,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.12,yes,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
LSS8,8,Lola_UK,UNKNOWN,16,Pig,2010,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,yes,no,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
LSS80,9,Lola_UK,NON-CLINICAL,31,Pig,2011,32,128,256,128,4,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,32,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,yes,no,no,no,no,yes,1,yes,no,no,no,4,no,0.03,1.4999999999999999E-2,0.12,0.03,yes,no,no,no,no,no
LSS81,10,Lola_UK,NON-CLINICAL,15,Pig,2011,8,4,0.5,2,2,no,no,no,no,no,no,yes,yes,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,yes,no,no,no,1,no,0.03,1.4999999999999999E-2,0.12,0.06,no,no,no,no,no,no
LSS82,13,Lola_UK,NON-CLINICAL,16,Pig,2011,32,128,256,128,0.12,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.12,yes,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
LSS83,28,Lola_UK,NON-CLINICAL,7,Pig,2011,0.06,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,yes,no,no,no,no,no,no,yes,no,no,8,no,no,no,no,no,no,no,no,32,no,no,yes,no,2,no,0.03,1.4999999999999999E-2,0.06,0.03,no,no,no,no,no,no
LSS84,28,Lola_UK,NON-CLINICAL,7,Pig,2011,0.06,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,8,no,yes,no,no,no,no,no,no,yes,no,no,8,no,no,no,no,no,no,no,no,32,no,no,yes,no,2,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
LSS85,28,Lola_UK,NON-CLINICAL,7,Pig,2011,0.06,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,16,no,yes,no,no,no,no,no,no,yes,no,no,8,no,no,no,no,no,no,no,no,32,no,no,yes,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
LSS86,26,Lola_UK,NON-CLINICAL,1 + 5,Pig,2011,0.03,4,1,0.5,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,1,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
LSS87,26,Lola_UK,UNKNOWN-SYS_DISEASE,1 + 6,Pig,2011,32,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.12,0.03,no,no,no,no,no,no
LSS88,21,Lola_UK,NON-CLINICAL,NA,Pig,2011,1.4999999999999999E-2,4,0.5,4,4,no,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,4,0.12,no,no,no,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.25,0.03,yes,no,no,no,no,no
LSS89,5,Lola_UK,NON-CLINICAL,8,Pig,2011,0.03,4,1,2,4,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,yes,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.06,0.25,0.03,no,no,no,no,no,no
LSS9,8,Lola_UK,NON-CLINICAL,10,Pig,2010,0.03,8,1,8,32,no,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,128,8,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.5,yes,yes,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
LSS90,9,Lola_UK,NON-CLINICAL,31,Pig,2011,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
LSS91,8,Lola_UK,NON-CLINICAL,6,Pig,2011,0.03,4,0.5,0.12,0.25,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
LSS92,8,Lola_UK,NON-CLINICAL,9,Pig,2011,0.03,4,0.5,8,32,no,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,no,no,no,no,2,no,0.03,0.03,0.5,0.12,no,no,yes,no,no,no
LSS94,5,Lola_UK,NON-CLINICAL,4,Pig,2011,32,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,1.4999999999999999E-2,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
LSS95,10,Lola_UK,NON-CLINICAL,11,Pig,2011,32,128,256,128,32,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,yes,no,no,no,2,no,0.03,0.12,2,0.25,yes,yes,yes,no,no,no
LSS96,10,Lola_UK,NON-CLINICAL,11,Pig,2011,32,128,256,128,32,yes,no,no,no,no,no,no,no,no,yes,0.5,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,yes,no,no,no,2,no,0.03,0.12,2,1,yes,yes,yes,no,no,no
LSS97,4,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
LSS98,4,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
LSS99,21,Lola_UK,UNKNOWN,NA,Pig,2011,32,128,256,128,64,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,1,yes,no,no,no,2,no,0.03,0.06,0.5,0.25,yes,yes,yes,no,no,no
SS1000,28,Lola_UK,RESP,7,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1.4999999999999999E-2,no,no,no,64,16,no,no,no,yes,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,yes,no,no,no,2,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
SS1001,4,Lola_UK,SYS-OTHER,2,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1.4999999999999999E-2,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.12,0.03,no,no,no,no,no,no
SS1002,4,Lola_UK,SYS-BRAIN,2,Pig,2010,32,128,256,64,1,yes,no,no,no,no,no,no,no,no,no,0.5,1.4999999999999999E-2,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,2E-3,0.12,0.03,no,no,no,no,no,no
SS1003,16,Lola_UK,UNKNOWN,NA,Pig,2010,2,128,128,128,64,no,no,yes,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,8,no,no,no,no,no,no,yes,no,no,no,no,512,no,yes,no,yes,no,no,no,no,2,yes,no,no,no,1,no,1,0.5,8,2,yes,yes,no,yes,yes,yes
SS1004,4,Lola_UK,SYS-OTHER,2,Pig,2010,1.4999999999999999E-2,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.5,1.4999999999999999E-2,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,8,yes,yes,no,no,2,no,0.03,8.0000000000000002E-3,0.12,0.03,no,no,no,no,no,no
SS1005,24,Lola_UK,RESP,3,Pig,2010,1.4999999999999999E-2,4,1,0.25,1,no,no,no,no,no,no,no,no,no,no,0.5,1.4999999999999999E-2,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,8.0000000000000002E-3,0.12,0.03,no,no,no,no,no,no
SS1006,4,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1007,28,Lola_UK,SYS-BRAIN,7,Pig,2010,0.03,2,0.5,1,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,yes,no,no,no,no,no,no,yes,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1008,4,Lola_UK,SYS-BRAIN,2,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1.4999999999999999E-2,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,2,yes,no,no,no,2,no,0.03,8.0000000000000002E-3,0.12,0.03,no,no,no,no,no,no
SS1009,25,Lola_UK,RESP,1/2,Pig,2010,1.4999999999999999E-2,4,0.5,0.25,1,no,no,no,no,no,no,no,no,no,no,0.5,1.4999999999999999E-2,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,2E-3,0.06,0.03,no,no,no,no,no,no
SS1010,4,Lola_UK,SYS-OTHER,2,Pig,2010,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
SS1011,4,Lola_UK,SYS-BRAIN,1,Pig,2011,32,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1012,4,Lola_UK,SYS-BRAIN,2,Pig,2010,1.4999999999999999E-2,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,16,no,yes,no,no,no,no,no,no,yes,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1013,21,Lola_UK,RESP,NA,Pig,2011,32,128,256,128,8,yes,no,no,no,no,no,no,no,no,yes,0.12,0.25,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,4,no,no,no,no,no,no,no,no,4,yes,no,no,no,2,no,0.03,0.06,0.5,0.5,yes,no,yes,no,no,no
SS1014,24,Lola_UK,RESP,3,Pig,2011,0.06,4,0.5,0.25,0.5,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,8,no,yes,no,no,no,no,no,yes,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
SS1015,24,Lola_UK,RESP,3,Pig,2010,0.03,4,0.5,0.25,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,8,no,no,no,no,no,no,no,yes,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,1,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1016,5,Lola_UK,RESP,8,Pig,2010,0.03,4,0.5,0.25,0.25,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.06,0.03,no,no,no,no,no,no
SS1017,4,Lola_UK,RESP,2,Pig,2010,1.4999999999999999E-2,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,no,no,no,no,no,no,yes,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1018,28,Lola_UK,RESP,7,Pig,2010,1.4999999999999999E-2,4,0.5,128,64,no,no,no,yes,no,no,no,no,yes,no,0.25,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,512,no,no,no,yes,yes,no,no,no,0.03,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.06,0.03,no,no,no,no,no,no
SS1021,24,Lola_UK,RESP,3,Pig,2010,0.03,4,1,0.5,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
SS1022,10,Lola_UK,RESP,7,Pig,2010,1.4999999999999999E-2,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,0.5,0.12,no,no,no,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
SS1023,4,Lola_UK,SYS-OTHER,2,Pig,2010,0.03,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,0.5,0.06,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
SS1024,4,Lola_UK,SYS-BRAIN,2,Pig,2010,1.4999999999999999E-2,4,0.5,2,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,0.5,0.06,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1025,4,Lola_UK,RESP,2,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1026,4,Lola_UK,SYS-BRAIN,2,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
SS1027,4,Lola_UK,RESP,14,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1.4999999999999999E-2,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.12,0.03,no,no,no,no,no,no
SS1028,9,Lola_UK,SYS-BRAIN,4,Pig,2010,32,128,256,128,8,yes,no,no,no,no,no,no,no,no,yes,1,1.4999999999999999E-2,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,4,yes,yes,no,no,2,no,0.03,1.4999999999999999E-2,0.5,0.12,yes,yes,yes,no,no,yes
SS1029,4,Lola_UK,SYS-OTHER,14,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,1.4999999999999999E-2,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,2E-3,0.12,0.03,no,no,no,no,no,no
SS1030,24,Lola_UK,UNKNOWN-SYS_DISEASE,3,Pig,2010,1.4999999999999999E-2,4,1,0.5,1,no,no,no,no,no,no,no,no,no,no,0.25,1.4999999999999999E-2,no,no,no,1,0.5,no,no,no,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.12,0.03,no,no,no,no,no,no
SS1032,4,Lola_UK,SYS-OTHER,2,Pig,2010,0.03,4,0.5,2,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1033,4,Lola_UK,SYS-BRAIN,1,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1035,26,Lola_UK,SYS-BRAIN,8,Pig,2010,0.03,4,1,0.25,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1036,4,Lola_UK,SYS-OTHER,2,Pig,2010,1.4999999999999999E-2,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1037,5,Lola_UK,RESP,8,Pig,2010,1.4999999999999999E-2,4,1,1,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,2,yes,no,no,yes,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
SS1038,4,Lola_UK,SYS-BRAIN,1,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.12,0.03,no,no,no,no,no,no
SS1039,4,Lola_UK,SYS-OTHER,1,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1040,1,Lola_UK,RESP,4,Pig,2010,0.03,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
SS1041,1,Lola_UK,RESP,4,Pig,2010,0.03,4,0.5,1,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
SS1042,1,Lola_UK,RESP,4,Pig,2010,0.03,4,1,1,2,no,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1043,26,Lola_UK,RESP,1/2,Pig,2010,0.03,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,2,0.25,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
SS1048,5,Lola_UK,RESP,4,Pig,2010,0.03,2,0.5,1,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
SS1051,28,Lola_UK,SYS-BRAIN,7,Pig,2010,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1052,5,Lola_UK,RESP,3,Pig,2010,32,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,1.4999999999999999E-2,no,no,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
SS1053,27,Lola_UK,SYS-BRAIN,2,Pig,2010,0.03,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,0.5,0.25,no,no,no,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.03,0.03,no,no,no,no,no,no
SS1054,4,Lola_UK,SYS-OTHER,2,Pig,NA,1.4999999999999999E-2,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1055,4,Lola_UK,SYS-BRAIN,2,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1056,9,Lola_UK,SYS-OTHER,8,Pig,2010,1.4999999999999999E-2,4,0.5,8,64,no,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,4,yes,yes,no,no,2,no,0.03,0.03,0.5,0.25,yes,yes,yes,no,no,yes
SS1057,24,Lola_UK,RESP,3,Pig,2010,1.4999999999999999E-2,2,0.5,0.12,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1058,4,Lola_UK,UNKNOWN-SYS_DISEASE,1,Pig,2010,1.4999999999999999E-2,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,1,0.06,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
SS1061,5,Lola_UK,RESP,8,Pig,2010,0.03,32,2,8,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
